  0.7241    1.2873     6.1196
 -9.1959   -7.3383     6.1196
 -6.7259    9.9129     6.1196
 -5.4809    3.4437     6.1196
 -4.2359   -3.0255     6.1196
 -2.9909   -9.4947     6.1196
 -0.5209    7.7565     6.1196
  0.7241    1.2873     6.1196
  1.9691   -5.1819     6.1196
  5.6841    5.6001     6.1196
  6.9291   -0.8691     6.1196
  8.1741   -7.3384     6.1196
  1.5126   -0.0577     6.1214
 -9.6524   -2.2141     6.1214
 -8.4074   -8.6833     6.1214
 -5.9374    8.5679     6.1214
 -4.6924    2.0987     6.1214
 -3.4474   -4.3705     6.1214
  0.2676    6.4115     6.1214
  1.5126   -0.0577     6.1214
  2.7576   -6.5270     6.1214
  6.4726    4.2551     6.1214
  7.7176   -2.2142     6.1214
  8.9626   -8.6834     6.1214
  0.7527   -1.2707     6.1196
 -9.1673   -9.8963     6.1196
 -6.6973    7.3549     6.1196
 -5.4523    0.8857     6.1196
 -4.2073   -5.5835     6.1196
 -0.4923    5.1985     6.1196
  0.7527   -1.2707     6.1196
  1.9977   -7.7400     6.1196
  4.4677    9.5113     6.1196
  5.7127    3.0421     6.1196
  6.9577   -3.4272     6.1196
  8.2027   -9.8964     6.1196
 -0.8063   -1.2811     6.1214
 -8.2563    7.3446     6.1214
 -7.0113    0.8753     6.1214
 -5.7663   -5.5939     6.1214
 -2.0513    5.1881     6.1214
 -0.8063   -1.2811     6.1214
  0.4387   -7.7503     6.1214
  2.9087    9.5009     6.1214
  4.1537    3.0317     6.1214
  5.3987   -3.4375     6.1214
  6.6437   -9.9067     6.1214
  9.1137    7.3445     6.1214
 -1.4769   -0.0165     6.1196
 -8.9269    8.6091     6.1196
 -7.6819    2.1399     6.1196
 -6.4369   -4.3293     6.1196
 -2.7219    6.4527     6.1196
 -1.4769   -0.0165     6.1196
 -0.2319   -6.4857     6.1196
  3.4831    4.2963     6.1196
  4.7281   -2.1729     6.1196
  5.9731   -8.6421     6.1196
  8.4431    8.6091     6.1196
  9.6881    2.1399     6.1196
 -0.7063    1.3388     6.1214
 -8.1563    9.9644     6.1214
 -6.9113    3.4952     6.1214
 -5.6663   -2.9740     6.1214
 -4.4213   -9.4432     6.1214
 -1.9513    7.8080     6.1214
 -0.7063    1.3388     6.1214
  0.5387   -5.1304     6.1214
  4.2537    5.6516     6.1214
  5.4987   -0.8176     6.1214
  6.7437   -7.2868     6.1214
  9.2137    9.9644     6.1214
  0.0281   -1.4719     4.1475
 -7.4219    7.1537     4.1475
 -6.1769    0.6845     4.1475
 -4.9319   -5.7847     4.1475
 -1.2169    4.9973     4.1475
  0.0281   -1.4719     4.1475
  1.2731   -7.9411     4.1475
  3.7431    9.3101     4.1475
  4.9881    2.8409     4.1475
  6.2331   -3.6283     4.1475
  9.9481    7.1537     4.1475
  1.2607    0.7603     4.1475
 -9.9043   -1.3961     4.1475
 -8.6593   -7.8653     4.1475
 -6.1893    9.3859     4.1475
 -4.9443    2.9167     4.1475
 -3.6993   -3.5525     4.1475
  0.0157    7.2295     4.1475
  1.2607    0.7603     4.1475
  2.5057   -5.7090     4.1475
  6.2207    5.0731     4.1475
  7.4657   -1.3962     4.1475
  8.7107   -7.8654     4.1475
 -1.2887    0.7117     4.1475
 -8.7387    9.3373     4.1475
 -7.4937    2.8681     4.1475
 -6.2487   -3.6011     4.1475
 -2.5337    7.1809     4.1475
 -1.2887    0.7117     4.1475
 -0.0437   -5.7576     4.1475
  3.6713    5.0245     4.1475
  4.9163   -1.4448     4.1475
  6.1613   -7.9140     4.1475
  8.6313    9.3373     4.1475
  9.8763    2.8680     4.1475
  0.0177    2.8681     4.0307
 -9.9023   -5.7575     4.0307
 -6.1873    5.0245     4.0307
 -4.9423   -1.4447     4.0307
 -3.6973   -7.9139     4.0307
 -1.2273    9.3373     4.0307
  0.0177    2.8681     4.0307
  1.2627   -3.6011     4.0307
  4.9777    7.1809     4.0307
  6.2227    0.7117     4.0307
  7.4677   -5.7575     4.0307
  2.4750   -1.4494     4.0307
 -9.9350    2.8634     4.0307
 -8.6900   -3.6058     4.0307
 -4.9750    7.1762     4.0307
 -3.7300    0.7070     4.0307
 -2.4850   -5.7622     4.0307
  1.2300    5.0198     4.0307
  2.4750   -1.4494     4.0307
  3.7200   -7.9186     4.0307
  6.1900    9.3326     4.0307
  7.4350    2.8634     4.0307
  8.6800   -3.6058     4.0307
 -2.4927   -1.4187     4.0307
 -9.9427    7.2069     4.0307
 -8.6977    0.7377     4.0307
 -7.4527   -5.7315     4.0307
 -3.7377    5.0505     4.0307
 -2.4927   -1.4187     4.0307
 -1.2477   -7.8879     4.0307
  1.2223    9.3633     4.0307
  2.4673    2.8941     4.0307
  3.7123   -3.5751     4.0307
  7.4273    7.2069     4.0307
  8.6723    0.7377     4.0307
  9.9173   -5.7315     4.0307
 -2.4900    2.8752     3.9949
 -8.6950    5.0316     3.9949
 -7.4500   -1.4376     3.9949
 -6.2050   -7.9068     3.9949
 -3.7350    9.3444     3.9949
 -2.4900    2.8752     3.9949
 -1.2450   -3.5940     3.9949
  2.4700    7.1880     3.9949
  3.7150    0.7188     3.9949
  4.9600   -5.7504     3.9949
  8.6750    5.0316     3.9949
  9.9200   -1.4376     3.9949
  0.0000    0.0000     2.0298
 -9.9200   -8.6256     2.0298
 -7.4500    8.6256     2.0298
 -6.2050    2.1564     2.0298
 -4.9600   -4.3128     2.0298
 -1.2450    6.4692     2.0298
  0.0000    0.0000     2.0298
  1.2450   -6.4692     2.0298
  4.9600    4.3128     2.0298
  6.2050   -2.1564     2.0298
  7.4500   -8.6256     2.0298
  9.9200    8.6256     2.0298
  2.4900    0.0000     2.0345
 -9.9200    4.3128     2.0345
 -8.6750   -2.1564     2.0345
 -7.4300   -8.6256     2.0345
 -4.9600    8.6256     2.0345
 -3.7150    2.1564     2.0345
 -2.4700   -4.3128     2.0345
  1.2450    6.4692     2.0345
  2.4900    0.0000     2.0345
  3.7350   -6.4692     2.0345
  7.4500    4.3128     2.0345
  8.6950   -2.1564     2.0345
  9.9400   -8.6256     2.0345
 -2.4900    0.0000     2.0394
 -9.9400    8.6256     2.0394
 -8.6950    2.1564     2.0394
 -7.4500   -4.3128     2.0394
 -3.7350    6.4692     2.0394
 -2.4900    0.0000     2.0394
 -1.2450   -6.4692     2.0394
  2.4700    4.3128     2.0394
  3.7150   -2.1564     2.0394
  4.9600   -8.6256     2.0394
  7.4300    8.6256     2.0394
  8.6750    2.1564     2.0394
  9.9200   -4.3128     2.0394
  1.2450    2.1564     2.0394
 -9.9200    0.0000     2.0394
 -8.6750   -6.4692     2.0394
 -4.9600    4.3128     2.0394
 -3.7150   -2.1564     2.0394
 -2.4700   -8.6256     2.0394
  0.0000    8.6256     2.0394
  1.2450    2.1564     2.0394
  2.4900   -4.3128     2.0394
  6.2050    6.4692     2.0394
  7.4500   -0.0000     2.0394
  8.6950   -6.4692     2.0394
  1.2450   -2.1564     2.0394
 -9.9200   -4.3128     2.0394
 -6.2050    6.4692     2.0394
 -4.9600    0.0000     2.0394
 -3.7150   -6.4692     2.0394
  0.0000    4.3128     2.0394
  1.2450   -2.1564     2.0394
  2.4900   -8.6256     2.0394
  4.9600    8.6256     2.0394
  6.2050    2.1564     2.0394
  7.4500   -4.3128     2.0394
 -1.2450   -2.1564     2.0345
 -8.6950    6.4692     2.0345
 -7.4500    0.0000     2.0345
 -6.2050   -6.4692     2.0345
