 -2.4900    4.3128     2.0345
 -1.2450   -2.1564     2.0345
  0.0000   -8.6256     2.0345
  2.4700    8.6256     2.0345
  3.7150    2.1564     2.0345
  4.9600   -4.3128     2.0345
  8.6750    6.4692     2.0345
  9.9200   -0.0000     2.0345
 -1.2450    2.1564     2.0345
 -7.4500    4.3128     2.0345
 -6.2050   -2.1564     2.0345
 -4.9600   -8.6256     2.0345
 -2.4900    8.6256     2.0345
 -1.2450    2.1564     2.0345
  0.0000   -4.3128     2.0345
  3.7150    6.4692     2.0345
  4.9600   -0.0000     2.0345
  6.2050   -6.4692     2.0345
  9.9200    4.3128     2.0345
